926,85,985,88,984,108,925,105
1024,85,1050,85,1050,106,1024,106
1055,85,1125,85,1125,110,1055,110
1129,85,1194,85,1194,108,1129,108
857,115,986,115,986,137,857,137
1031,115,1112,115,1112,135,1031,135
1115,115,1194,115,1194,137,1115,137
192,140,445,140,445,199,192,199
1105,144,1194,144,1194,166,1105,166
462,149,610,149,610,190,462,190
1110,173,1194,173,1194,195,1110,195
195,209,357,209,357,249,195,249
80,419,139,419,139,441,80,441
402,419,450,419,450,440,402,440
455,419,477,419,477,440,455,440
644,419,721,419,721,441,644,441
725,419,809,419,809,441,725,441
1127,418,1195,420,1194,445,1126,443
144,421,168,421,168,440,144,440
481,421,536,421,536,440,481,440
995,421,1075,421,1075,440,995,440
1081,421,1122,421,1122,440,1081,440
82,448,135,448,135,470,82,470
140,448,232,448,232,470,140,470
402,448,519,448,519,470,402,470
646,448,739,448,739,470,646,470
928,446,1194,448,1194,505,927,503
82,474,177,478,176,504,81,499
182,477,248,481,247,504,180,499
82,507,122,507,122,529,82,529
127,507,177,507,177,529,127,529
182,507,247,507,247,529,182,529
403,519,446,519,446,541,403,541
450,519,500,519,500,541,450,541
82,534,192,536,192,558,82,556
199,536,275,536,275,558,199,558
402,546,519,546,519,570,402,570
82,565,170,565,170,587,82,587
82,727,197,727,197,752,82,752
816,728,866,728,866,747,816,747
991,728,1031,728,1031,752,991,752
1093,728,1139,728,1139,749,1093,749
1142,728,1194,728,1194,749,1142,749
82,788,156,788,156,814,82,814
763,788,794,788,794,812,763,812
794,788,867,788,867,811,794,811
1120,788,1194,788,1194,812,1120,812
1089,790,1125,790,1125,812,1089,812
1017,794,1027,794,1027,809,1017,809
782,852,867,852,867,874,782,874
1108,852,1194,852,1194,874,1108,874
82,853,184,855,183,878,82,875
1017,855,1027,855,1027,871,1017,871
1101,955,1163,955,1163,979,1101,979
876,957,962,957,962,977,876,977
1165,957,1194,957,1194,977,1165,977
924,994,963,997,962,1016,923,1013
1146,995,1161,995,1161,1014,1146,1014
1165,995,1194,995,1194,1015,1165,1015
912,1057,960,1057,960,1077,912,1077
1101,1058,1194,1055,1195,1079,1101,1082
916,1086,964,1086,964,1108,916,1108
1165,1086,1194,1086,1194,1108,1165,1108
830,1087,910,1087,910,1106,830,1106
1146,1087,1161,1087,1161,1106,1146,1106
850,1149,892,1149,892,1170,850,1170
895,1149,964,1149,964,1173,895,1173
1089,1149,1163,1149,1163,1173,1089,1173
1160,1149,1192,1149,1192,1170,1160,1170
764,1151,845,1151,845,1170,764,1170
